0.3,0.0183
0.31,0.0269
0.32,0.0286
0.33,0.0460
0.34,0.0570
0.35,0.0750
0.36,0.1010
0.37,0.1270
0.38,0.1510
0.39,0.1816
0.4,0.2041
0.41,0.2273
0.42,0.2541
0.43,0.2724
0.44,0.2932
0.45,0.3202
